plataforma,nivel_dss,cantidad_de_bytes_de_envio,tiempo_kem,tiempo_dss,tiempo_mensaje,cpu_kem,cpu_dss,cpu_mensaje,ram_kem,ram_dss,ram_mensaje
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00640267,0.00001325,0.00158312,0.006959,0.000013,0.001682,39.84375,39.84375,39.71875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00627296,0.00001396,0.00152067,0.006789,0.000015,0.001593,39.328125,39.328125,39.1875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00627488,0.0000135,0.00148758,0.006816,0.000015,0.001578,39.125,39.125,38.984375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00648317,0.00001379,0.00159225,0.007092,0.000013,0.001659,39.078125,39.078125,38.9375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.0062325,0.00001325,0.00148921,0.006839,0.000013,0.00158,39.21875,39.21875,39.078125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.006206,0.000014,0.00152708,0.006809,0.000014,0.001594,39.34375,39.34375,39.203125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00619383,0.00001329,0.00150663,0.006988,0.000013,0.001569,39.28125,39.28125,39.140625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00619675,0.00001367,0.00149604,0.006771,0.000015,0.00156,39.3125,39.3125,39.171875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00633137,0.00001383,0.00158425,0.006771,0.000015,0.001675,39.328125,39.328125,39.1875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.006226,0.0000135,0.00156667,0.007014,0.000014,0.001632,39.296875,39.296875,39.15625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00633004,0.00001396,0.00155825,0.007195,0.000014,0.001639,39.140625,39.140625,39
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00634983,0.00001292,0.00160842,0.006862,0.000014,0.001658,39.765625,39.765625,39.625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00638733,0.00001383,0.00156479,0.006842,0.000013,0.001636,39.53125,39.53125,39.390625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00612408,0.00001371,0.00150912,0.006542,0.000013,0.001569,39.0625,39.0625,38.921875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00629042,0.00001388,0.00154104,0.006916,0.000014,0.001646,39.3125,39.3125,39.171875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00618496,0.00001371,0.00150433,0.006679,0.000015,0.001572,39.09375,39.09375,38.953125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00624642,0.00001383,0.00167892,0.007089,0.000014,0.001732,39.0625,39.0625,38.96875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00655892,0.00001392,0.00157104,0.007506,0.000013,0.001641,39.078125,39.078125,38.953125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00606125,0.00001388,0.0016,0.006446,0.000013,0.001669,38.84375,38.84375,38.890625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00632996,0.00001358,0.00158771,0.006955,0.000013,0.001654,39.296875,39.296875,39.15625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00632875,0.00001396,0.00157233,0.006782,0.000013,0.00164,39.140625,39.140625,39
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00616113,0.00001562,0.00150596,0.007081,0.000016,0.001578,39.140625,39.140625,39
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00621196,0.00001354,0.00157521,0.006698,0.000013,0.001638,38.84375,38.84375,38.703125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00616733,0.000013,0.00150458,0.006746,0.000013,0.001577,39.25,39.25,39.125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00629033,0.00001354,0.00154138,0.006775,0.000013,0.001603,39.78125,39.78125,39.640625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00623788,0.00001358,0.00150304,0.007476,0.000014,0.001569,39.1875,39.1875,39.046875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00631758,0.00001479,0.00154325,0.007597,0.000016,0.001611,39.3125,39.3125,39.171875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00620075,0.00001346,0.00150137,0.00696,0.000013,0.001569,39.109375,39.109375,38.96875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00688867,0.00001388,0.00161908,0.007965,0.000018,0.001684,39.203125,39.203125,39.0625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00635704,0.00001404,0.00150288,0.007066,0.000014,0.001568,39.03125,39.03125,38.890625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00662563,0.00001417,0.0016085,0.00714,0.000015,0.001672,39.3125,39.3125,39.171875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00628113,0.00001388,0.00152279,0.006946,0.000014,0.001593,39.3125,39.3125,39.171875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00611933,0.00001317,0.00156162,0.006609,0.000013,0.001622,38.84375,38.84375,38.703125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00636892,0.00001367,0.00156829,0.007254,0.000013,0.001623,38.875,38.875,38.734375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00637404,0.00001354,0.00155504,0.007057,0.000013,0.001617,39.21875,39.21875,39.078125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00622358,0.00001312,0.00149888,0.006972,0.000013,0.001569,39.09375,39.09375,38.953125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00649388,0.00001379,0.00157458,0.007509,0.000014,0.001646,39.140625,39.140625,39
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00621579,0.00001417,0.00153317,0.007126,0.000014,0.001631,39.3125,39.3125,39.171875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00621413,0.00001308,0.00157175,0.006873,0.000013,0.001628,39.109375,39.109375,38.96875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.0062185,0.00001492,0.00150854,0.006983,0.000022,0.001562,39.15625,39.15625,39.015625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00632962,0.00001379,0.00156329,0.007134,0.000013,0.001619,39.34375,39.34375,39.203125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00636217,0.00001346,0.00151775,0.007011,0.000013,0.001586,39.28125,39.28125,39.140625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.0111765,0.00001421,0.00200313,0.011444,0.000015,0.002098,40.0625,40.0625,39.9375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00622408,0.00001325,0.00153225,0.006821,0.000014,0.001603,39.140625,39.140625,39
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00641742,0.00001354,0.00157658,0.006934,0.000013,0.001689,39.078125,39.078125,38.9375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00621871,0.00001358,0.00156471,0.006791,0.000013,0.001632,39.28125,39.28125,39.140625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.01172871,0.00001346,0.00692475,0.008266,0.000014,0.001632,40.046875,40.046875,40
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00632525,0.00001358,0.00152596,0.007012,0.000014,0.001584,39.015625,39.015625,38.875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00629846,0.00001413,0.00150996,0.007459,0.000013,0.001575,39.078125,39.078125,38.9375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.0063575,0.00001388,0.00158388,0.00681,0.000013,0.001628,39.3125,39.3125,39.171875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00647042,0.00001413,0.00160183,0.007876,0.000014,0.001668,39.21875,39.21875,39.078125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00630292,0.00001413,0.00153554,0.006806,0.000014,0.001597,39.328125,39.328125,39.1875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00619188,0.00001392,0.00153304,0.006787,0.000013,0.001589,39.15625,39.15625,39.015625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00640912,0.00001354,0.00153483,0.006968,0.000013,0.001599,39.46875,39.46875,39.328125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00649821,0.00001404,0.00201163,0.007107,0.000014,0.002109,39.3125,39.3125,39.265625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,1024,0.00623233,0.00001379,0.001567,0.006722,0.000013,0.001632,41,41,40.859375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00635454,0.00001342,0.00189629,0.006736,0.000025,0.001952,39.296875,39.296875,39.328125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00631829,0.00001383,0.00182975,0.006722,0.000014,0.001873,39.328125,39.328125,39.34375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00634708,0.00001338,0.00189858,0.007353,0.000013,0.001922,39.296875,39.296875,39.328125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00642963,0.00001362,0.00181225,0.007097,0.000013,0.001878,39.078125,39.078125,39.046875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00629013,0.00001325,0.00184017,0.006781,0.000014,0.001908,39.328125,39.328125,39.359375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00624192,0.00001338,0.00183742,0.006812,0.000014,0.001905,39.3125,39.3125,39.328125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00623575,0.00001342,0.00182413,0.006697,0.000014,0.001886,39.09375,39.09375,39.078125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00638188,0.00001338,0.00180437,0.007462,0.000013,0.001901,39.109375,39.109375,39
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00623579,0.0000155,0.00181704,0.006812,0.000015,0.001889,39.1875,39.1875,39.21875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00630758,0.00001346,0.00182275,0.00683,0.000014,0.001887,39.328125,39.328125,39.34375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.0061,0.00001342,0.00183246,0.006829,0.000013,0.001931,38.96875,38.96875,38.96875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00630492,0.0000135,0.00182396,0.006812,0.000014,0.001893,39.03125,39.03125,38.921875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00610954,0.00001367,0.00180796,0.006684,0.000013,0.001877,38.84375,38.84375,38.734375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00646729,0.00001375,0.00189367,0.007037,0.000013,0.001971,39.3125,39.3125,39.328125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00636821,0.00001392,0.00188733,0.007123,0.000014,0.001957,39.546875,39.546875,39.5625
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.0061135,0.0000135,0.00183333,0.006718,0.000013,0.001898,39.09375,39.09375,39.125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00640213,0.00001425,0.00187446,0.007167,0.000015,0.001946,39.140625,39.140625,39.109375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00642842,0.00001413,0.00197771,0.006894,0.000014,0.002058,39.484375,39.484375,39.546875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00634817,0.00001429,0.00187779,0.006921,0.000014,0.001949,39.328125,39.328125,39.34375
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00611238,0.00001325,0.00183004,0.006525,0.000013,0.001889,39.078125,39.078125,39.125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00628792,0.00001333,0.00186904,0.006851,0.000014,0.001908,39.09375,39.09375,39.078125
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00622354,0.00001275,0.00185729,0.007008,0.000013,0.001927,40.53125,40.53125,40.46875
Linux-6.2.0-1017-aws-aarch64-with-glibc2.35,0,10240,0.00624917,0.00001333,0.00180717,0.006857,0.000013,0.001868,39.03125,39.03125,38.921875
